id,isDefault
1000575,0.04143602051772177
1028125,0.21707615815103054
1010694,0.04005828779190779
1026712,0.0353593269828707
1002895,0.06237602885812521
1023930,0.32902931049466133
1031202,0.09868220333009958
1041065,0.029849020997062325
1037799,0.09741371497511864
1036385,0.04618396982550621
1028640,0.10561609175056219
1046198,0.033685042639262974
1005902,0.14348812494426966
1001958,0.09784040227532387
1021171,0.08487287955358624
1018693,0.07750001829117537
1046881,0.0850138058885932
1008394,0.10906057246029377
1039986,0.0713302232325077
1028449,0.22245942056179047
1037670,0.03909491118974984
1030356,0.034623521845787764
1047759,0.3537336103618145
1033422,0.052567795384675264
1041457,0.03290901915170252
1047669,0.346066240221262
1013635,0.03253546392079443
1009911,0.06447486230172217
1026052,0.06979892682284117
1013010,0.05921198334544897
1000541,0.05783778103068471
1023933,0.09803551761433482
1017173,0.14245889522135258
1010278,0.11547269858419895
1042322,0.03836045181378722
1035083,0.09423436876386404
1017136,0.10059374012053013
1008825,0.10987945459783077
1035744,0.04175640665926039
1019544,0.5541523173451424
1019583,0.08590841945260763
1015244,0.09849770274013281
1001057,0.09426727425307035
1018597,0.06471520010381937
1036106,0.4314597174525261
1021590,0.04718070919625461
1028479,0.07126764813438058
1022178,0.04551733145490289
1021768,0.15783357620239258
1044905,0.1181089086458087
1018188,0.04401469277217984
1034782,0.22161495871841908
1043358,0.46713557094335556
1012386,0.06978039676323533
1019710,0.40007808059453964
1003882,0.04733472864609212
1041743,0.05747234169393778
1045699,0.07053340785205364
1023722,0.04786446620710194
1005903,0.059091347735375166
1032382,0.04171462124213576
1032769,0.1695444518700242
1016556,0.21747883781790733
1018606,0.03865735023282468
1034996,0.11377852596342564
1030041,0.061546198558062315
1034236,0.05341013986617327
1027554,0.0471116635017097
1005162,0.1176855992525816
1011175,0.048147143330425024
1033902,0.08084997162222862
1014356,0.09328106418251991
1045176,0.11169032379984856
1048152,0.34992194920778275
1026600,0.10052399709820747
1046111,0.5274784043431282
1010478,0.04641234432347119
1019200,0.04616976482793689
1030818,0.046136529417708516
1041083,0.18569576926529408
1020605,0.03693029144778848
1020932,0.5186677351593971
1031833,0.04540825681760907
1002413,0.5874504521489143
1015116,0.042246773606166244
1011414,0.04440589318983257
1032688,0.09759562835097313
1011934,0.32031460106372833
1024629,0.09748914558440447
1033891,0.0322898126905784
1024842,0.07321979920379817
1027018,0.031966272625140846
1004702,0.05300464481115341
1009408,0.30302055180072784
1026577,0.05859005078673363
1039347,0.052493746392428875
1027392,0.0597917209379375
1033583,0.3957604095339775
1030357,0.5734675973653793
1036590,0.0393325830809772
1019761,0.12223343458026648
1011949,0.03491215337999165
1035693,0.047041504411026835
1021378,0.048574489541351795
1031346,0.27591172605752945
1017477,0.2617294229567051
1048032,0.2166543062776327
1038679,0.07625492243096232
1007051,0.07895958237349987
1000452,0.033006235491484404
1013922,0.18207892775535583
1046564,0.04093264974653721
1017521,0.03060603706398979
1009082,0.12277601566165686
