id,isDefault
1000575,0.00853845605161041
1028125,0.2235486712306738
1010694,0.007543308660387993
1026712,0.014174104435369372
1002895,0.029104461893439293
1023930,0.34670261293649673
1031202,0.16647040750831366
1041065,0.007026115315966308
1037799,0.08418468199670315
1036385,0.015283327549695969
1028640,0.09724782314151525
1046198,0.00906825321726501
1005902,0.038168969098478556
1001958,0.10253363754600286
1021171,0.02253350254613906
1018693,0.08504326269030571
1046881,0.023740222211927176
1008394,0.07532799942418933
1039986,0.017969438806176186
1028449,0.13477960601449013
1037670,0.012277866364456713
1030356,0.0202533972915262
1047759,0.4663206413388252
1033422,0.00662366978940554
1041457,0.0041644093580543995
1047669,0.47710539400577545
1013635,0.005336677888408303
1009911,0.004112492722924799
1026052,0.06856109062209725
1013010,0.018855906324461102
1000541,0.0535350339487195
1023933,0.031490078661590815
1017173,0.04807842243462801
1010278,0.10463402979075909
1042322,0.01298483565915376
1035083,0.04459833865985274
1017136,0.0764268534258008
1008825,0.0413285749964416
1035744,0.006548766046762466
1019544,0.5831064134836197
1019583,0.044147539185360074
1015244,0.034716709051281214
1001057,0.058960170950740576
1018597,0.039537714794278145
1036106,0.38951485604047775
1021590,0.008190846536308527
1028479,0.029672198463231325
1022178,0.004213539505144581
1021768,0.14585356786847115
1044905,0.09093157574534416
1018188,0.01966925780288875
1034782,0.28109339252114296
1043358,0.4211553707718849
1012386,0.03851407207548618
1019710,0.6051222011446953
1003882,0.011684416560456157
1041743,0.023702571517787874
1045699,0.021856175852008164
1023722,0.028906850377097726
1005903,0.08496641647070646
1032382,0.0033990319352597
1032769,0.1753169558942318
1016556,0.10935129690915346
1018606,0.01146951224654913
1034996,0.07873501186259091
1030041,0.007538565521826968
1034236,0.004826440999750048
1027554,0.011452681384980679
1005162,0.08451563585549593
1011175,0.021133753092726693
1033902,0.031136598670855165
1014356,0.029765646439045668
1045176,0.031236719340085983
1048152,0.26629623398184776
1026600,0.068434770219028
1046111,0.6799149513244629
1010478,0.007081503688823432
1019200,0.009425584343262017
1030818,0.015503260248806328
1041083,0.24020347744226456
1020605,0.020599443465471268
1020932,0.6520965844392776
1031833,0.01406284305267036
1002413,0.5186390429735184
1015116,0.0029460879741236567
1011414,0.024464535294100642
1032688,0.05584778729826212
1011934,0.28398412838578224
1024629,0.030364426784217358
1033891,0.004291205084882677
1024842,0.016670364188030362
1027018,0.008704256382770836
1004702,0.025719934608787298
1009408,0.16404879465699196
1026577,0.03915842343121767
1039347,0.04089886671863496
1027392,0.02581154997460544
1033583,0.5038793161511421
1030357,0.6615093722939491
1036590,0.0016229293833021075
1019761,0.15473686903715134
1011949,0.01113085588440299
1035693,0.019076159805990756
1021378,0.006944951193872839
1031346,0.11224982468411326
1017477,0.3293488696217537
1048032,0.10796876158565283
1038679,0.058614108711481094
1007051,0.044503883458673954
1000452,0.007580209872685373
1013922,0.30111093632876873
1046564,0.004202175157843158
1017521,0.002360744751058519
1009082,0.084712496958673
1015316,0.009877825970761478
1017718,0.019957843353040516
1021027,0.04021167429164052
1028958,0.017191496794112027
1035453,0.32356537878513336
1024280,0.09144812496379018
1018505,0.6293041557073593
1010128,0.6237799525260925
1007386,0.004031454038340598
1009167,0.03755423007532954
1037585,0.009030763991177082
1026043,0.15857966616749763
1024570,0.0688428645953536
1038043,0.12428235216066241
1037576,0.046691146679222584
1039779,0.007261072110850364
1004522,0.011190893361344934
1007364,0.03005824680440128
1008846,0.008236169582232833
1000603,0.008583065122365952
1021829,0.03289994108490646
1044059,0.010073547717183828
1044404,0.48498111218214035
1012497,0.44393574073910713
1013466,0.019380764104425907
1038891,0.057688655564561486
1010547,0.052647335920482874
1023850,0.49390286952257156
1018544,0.09503185469657183
1018208,0.01769656897522509
1026767,0.028492203215137124
1034103,0.05100868362933397
1026183,0.38571175932884216
1006844,0.010097616002894938
1035884,0.3031242825090885
1008717,0.03370882850140333
1023969,0.08366133086383343
1046972,0.03571184957399964
1039065,0.001602249831194058
1007767,0.017096529249101877
1033865,0.00787550542736426
1040701,0.3347235918045044
